id_utilisateur,nom_playlist
660,sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue
117,vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci
445,maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo
503,id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis
9,aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis
947,est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc
868,sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed
537,nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam
965,placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi
215,proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio
450,pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus
756,ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse
741,dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat
23,pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit
327,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel
842,tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis
181,erat eros viverra eget congue eget semper rutrum nulla nunc
434,egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend
418,vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed
6,nullam sit amet turpis elementum ligula vehicula consequat morbi a
17,dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec
87,nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer
663,volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla
541,vestibulum sit amet cursus id turpis integer aliquet massa id lobortis
236,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat
691,nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet
892,tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget
538,amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan
129,fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque
702,amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi
701,consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis
130,libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor
148,at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget
729,aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi
242,nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget
188,in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst
232,semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla
198,imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi
539,sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra
350,potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis
934,velit donec diam neque vestibulum eget vulputate ut ultrices vel
789,in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet
691,tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque
210,posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi
