id_utilisateur,id_concert,note,commentaire
726,457,5,ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra
14,148,2,primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus
786,236,2,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus
507,440,3,tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec
909,312,2,eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim
276,719,2,dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique
23,502,4,nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas
511,901,3,id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices
924,489,4,orci luctus et ultrices posuere cubilia curae nulla dapibus dolor
602,461,3,nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim
185,981,1,dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc
765,336,3,faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin
19,943,2,felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus
830,448,1,morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis
473,814,2,in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla
749,92,3,vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula
296,729,2,vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi
175,447,3,purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient
516,550,5,morbi vestibulum velit id pretium iaculis diam erat fermentum justo
644,250,3,suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet
637,813,3,turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in
626,372,2,fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat
404,254,1,sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa
986,144,2,sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue
745,626,1,id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi
401,195,4,lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam
168,950,3,semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam
631,965,1,in est risus auctor sed tristique in tempus sit amet sem fusce consequat
469,698,2,mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies
134,371,5,libero nam dui proin leo odio porttitor id consequat in consequat ut
719,646,5,ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum
826,859,4,volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus
311,648,4,sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus
522,882,5,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio
99,559,1,eu massa donec dapibus duis at velit eu est congue elementum in hac
229,355,5,pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam
714,337,5,aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam
919,541,2,curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a
762,600,1,sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non
872,196,1,eget semper rutrum nulla nunc purus phasellus in felis donec semper
272,697,1,venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue
235,873,5,ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit
650,7,2,risus semper porta volutpat quam pede lobortis ligula sit amet eleifend
912,1000,4,vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget
565,201,1,enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris
520,35,3,amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut
63,7,1,interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at
834,49,4,faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam
620,816,4,tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem
568,654,4,felis sed interdum venenatis turpis enim blandit mi in porttitor
448,823,1,sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar
266,836,1,sit amet erat nulla tempus vivamus in felis eu sapien cursus
756,411,3,quam a odio in hac habitasse platea dictumst maecenas ut
544,966,4,natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien
57,685,5,massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio
389,163,2,non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede
575,593,2,at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst
409,941,1,justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet
447,168,1,a libero nam dui proin leo odio porttitor id consequat in consequat ut
581,716,2,quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac
753,818,5,suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas
10,121,5,massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci
931,517,3,odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus
181,795,2,blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt
345,478,2,ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent
630,110,4,sed vel enim sit amet nunc viverra dapibus nulla suscipit
497,22,2,nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in
15,957,2,nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem
542,396,3,rutrum ac lobortis vel dapibus at diam nam tristique tortor
691,289,5,amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit
42,344,1,vestibulum quam sapien varius ut blandit non interdum in ante vestibulum
381,202,3,adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien
586,751,3,curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem
201,507,4,aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer
808,291,4,maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque
517,268,1,mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec
935,301,5,pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl
141,481,5,pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate
89,881,1,et commodo vulputate justo in blandit ultrices enim lorem ipsum
625,596,2,maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum
849,749,2,sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl
748,632,3,rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna
380,781,1,phasellus in felis donec semper sapien a libero nam dui proin
217,225,2,ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit
611,805,1,enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris
802,868,5,fermentum justo nec condimentum neque sapien placerat ante nulla justo
485,733,5,nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue
29,710,5,dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac
212,302,4,lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget
891,730,3,nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est
248,66,5,quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus
910,536,2,consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar
36,849,1,cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac
557,496,2,placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit
987,770,2,mi in porttitor pede justo eu massa donec dapibus duis at velit eu
447,509,5,aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra
10,428,1,erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna
851,773,1,ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie
696,847,4,ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla
548,511,2,viverra eget congue eget semper rutrum nulla nunc purus phasellus
704,567,2,in imperdiet et commodo vulputate justo in blandit ultrices enim lorem
272,608,3,interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit
528,436,2,pretium iaculis diam erat fermentum justo nec condimentum neque sapien
738,876,4,quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum
158,104,4,accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices
20,376,2,erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in
112,894,3,quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue
434,886,2,adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis
865,336,1,pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium
922,698,4,condimentum curabitur in libero ut massa volutpat convallis morbi odio odio
311,355,2,ut suscipit a feugiat et eros vestibulum ac est lacinia nisi
634,117,1,sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia
148,600,3,in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio
899,628,5,potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris
175,244,5,est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis
831,506,3,ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum
445,876,2,placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris
718,372,3,felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices
882,808,1,sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam
109,536,4,curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac
53,398,1,consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus
826,243,2,lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac
474,521,3,in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum
727,397,2,vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis
591,660,3,ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo
