id_utilisateur,id_lieu,note,commentaire
915,929,4,ultrices mattis odio donec vitae nisi nam ultrices libero non mattis
535,634,5,montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis
553,819,1,sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis
380,473,4,penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque
171,872,2,luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum
408,93,3,non sodales sed tincidunt eu felis fusce posuere felis sed
524,329,1,luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus
68,162,2,et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue
241,834,5,felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae
44,477,2,tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis
408,804,1,amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue
809,320,3,nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque
856,324,5,nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus
421,10,4,ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec
735,167,4,justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet
484,130,3,nulla ac enim in tempor turpis nec euismod scelerisque quam
749,149,2,tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc
99,222,1,molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus
759,892,3,volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus
679,983,4,suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum
663,481,2,pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere
397,815,4,eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec
864,488,5,consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio
338,42,2,consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue
478,826,1,duis at velit eu est congue elementum in hac habitasse platea dictumst morbi
570,448,2,sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed
516,448,4,rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis
191,702,5,pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer
285,956,1,luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in
785,392,1,nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu
959,785,5,lorem vitae mattis nibh ligula nec sem duis aliquam convallis
784,466,1,nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti
876,126,3,sit amet lobortis sapien sapien non mi integer ac neque duis bibendum
601,274,1,molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus
62,378,1,suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque
161,400,4,nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in
905,897,2,donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante
351,157,2,a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut
467,202,5,venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo
827,239,2,ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem
96,381,2,sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget
847,35,2,in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque
266,354,2,bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt
311,48,5,metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh
813,208,4,id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi
67,913,1,maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis
895,229,2,luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat
551,511,4,eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh
516,809,1,nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante
264,273,2,pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa
488,471,2,non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae
367,310,4,lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit
255,754,5,eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio
391,654,3,imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed
814,687,5,nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa
496,842,1,primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio
229,514,4,nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat
896,41,4,adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum
365,870,1,id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy
600,819,3,eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare
858,131,5,erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus
633,460,2,gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi
304,305,2,id ligula suspendisse ornare consequat lectus in est risus auctor
248,491,4,vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit
538,620,1,nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta
159,224,2,at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero
275,735,3,nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem
849,215,2,sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est
140,211,1,sed sagittis nam congue risus semper porta volutpat quam pede
175,460,3,non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus
507,186,1,nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at
676,438,3,dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula
780,742,5,sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec
740,546,3,justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris
181,182,3,amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate
483,362,1,neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse
462,444,2,pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim
256,802,4,sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis
471,758,5,pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis
210,5,5,massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero
816,174,1,sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus
332,97,2,facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque
131,96,1,ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu
969,284,4,aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus
180,991,1,semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh
397,150,4,vulputate ut ultrices vel augue vestibulum ante ipsum primis in
879,322,2,mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum
383,652,1,pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in
118,611,1,suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam
491,562,4,ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus
489,63,5,nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et
426,159,2,elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in
478,612,4,vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat
801,566,2,platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi
191,768,1,curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor
462,162,5,fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id
658,159,2,in eleifend quam a odio in hac habitasse platea dictumst maecenas
558,566,2,ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue
487,790,4,pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et
367,521,1,a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur
464,945,4,at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem
435,686,3,euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem
954,605,3,ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor
799,977,1,sit amet erat nulla tempus vivamus in felis eu sapien cursus
601,766,5,elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur
451,380,3,ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra
494,779,1,nulla sed accumsan felis ut at dolor quis odio consequat varius
432,11,4,rutrum nulla tellus in sagittis dui vel nisl duis ac
617,341,3,ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque
386,585,1,condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique
192,655,2,pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing
851,762,5,sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh
118,657,5,elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus
304,549,2,congue risus semper porta volutpat quam pede lobortis ligula sit amet
65,371,2,id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam
480,887,1,justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit
758,198,4,ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam
255,364,2,vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum
803,399,5,nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta
434,168,1,aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu
62,87,2,nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel
247,423,3,montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean
344,624,5,id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis
