id_utilisateur,date_historique,texte_historique
922,9/7/1929,magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus
197,2/7/1921,ipsum dolor sit amet consectetuer adipiscing elit proin risus praesent lectus
638,1/14/1937,dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in
42,9/8/2005,nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet
303,9/4/1981,donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim
156,2/23/1902,neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse
207,1/7/1984,sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis
712,12/23/1937,rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam
739,2/22/2002,auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum
811,11/24/1949,nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo
822,3/23/1902,suspendisse potenti cras in purus eu magna vulputate luctus cum sociis
356,6/2/1930,sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam
860,10/23/1992,suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero
364,9/19/1931,egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque
815,2/15/1902,suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus
590,3/30/2013,eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia
338,10/12/1973,in consequat ut nulla sed accumsan felis ut at dolor quis odio
792,2/27/1982,nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra
576,9/12/1914,ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue
465,2/4/2016,nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy
31,5/1/1958,est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in
90,12/2/1929,massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id
960,2/4/1930,at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero
936,9/6/1919,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet
337,9/22/2018,turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris
96,1/21/1924,sit amet justo morbi ut odio cras mi pede malesuada
644,6/28/1985,sed nisl nunc rhoncus dui vel sem sed sagittis nam
656,1/19/1958,augue a suscipit nulla elit ac nulla sed vel enim sit amet
233,6/5/1922,venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue
123,5/27/1913,magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient
50,12/22/1966,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor
402,12/20/1935,quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus
844,5/4/1999,tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero
887,2/18/1912,in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus
897,8/29/2014,ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id
332,12/26/1997,habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut
976,9/1/1978,habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla
688,10/2/1954,magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus
925,1/24/1936,donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam
168,5/17/1946,nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula
273,9/12/1921,et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a
655,4/27/1956,mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere
619,2/22/1981,leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede
999,2/21/1976,nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet
895,4/30/2011,sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci
495,3/9/1938,curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a
270,1/7/2004,eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus
985,6/24/1940,nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non
133,4/27/1917,faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat
815,8/31/1928,nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula
723,10/24/1974,ut mauris eget massa tempor convallis nulla neque libero convallis
959,6/22/2014,tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis
79,1/8/1989,cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus
556,4/11/1934,sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut
662,1/22/1995,lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus
472,5/3/1988,ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar
947,11/18/1997,pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit
224,10/3/1990,risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante
931,8/7/2021,tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam
503,5/18/1904,etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris
404,6/20/1924,quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et
55,10/30/1947,mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget
87,1/13/1945,vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus
917,4/4/2007,fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed
52,1/24/1941,amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus
130,6/23/2012,ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non
780,7/15/1948,turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed
881,3/6/1937,purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam
301,11/23/1975,faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est
281,11/25/2006,sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem
376,8/9/2006,eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper
269,1/27/1936,tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra
295,12/21/1923,ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel
189,7/11/2004,mauris eget massa tempor convallis nulla neque libero convallis eget
146,8/19/1938,nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at
465,6/8/1973,morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit
776,6/26/1908,sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt
883,1/6/1991,congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque
107,6/23/1966,nonummy integer non velit donec diam neque vestibulum eget vulputate
167,3/10/2019,ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula
179,11/29/1920,metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in
74,11/19/2012,varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper
508,1/19/2012,sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl
412,4/22/1979,sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel
914,8/6/1945,eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed
958,2/12/2015,id consequat in consequat ut nulla sed accumsan felis ut at
476,10/30/1925,eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem
673,10/19/1938,pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac
120,8/15/1909,nisl ut volutpat sapien arcu sed augue aliquam erat volutpat
425,11/7/1975,arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in
447,10/11/1995,vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit
450,12/29/2009,pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu
378,4/29/1961,sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac
988,10/6/1975,in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas
44,7/22/1934,in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor
760,3/26/2021,nulla quisque arcu libero rutrum ac lobortis vel dapibus at
25,3/16/2016,quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc
125,11/18/1990,in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio
277,8/27/1911,id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci
593,5/20/1980,velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus
766,6/7/1982,vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus
946,7/24/1967,iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque
388,8/28/1917,felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus
17,12/27/2020,sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum
616,12/17/1925,lectus suspendisse potenti in eleifend quam a odio in hac habitasse
440,1/22/1986,faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam
107,6/20/1919,pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel
2,3/21/1997,justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros
582,7/20/1971,montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque
732,7/4/1926,convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien
61,9/23/1974,phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl
570,5/14/1984,turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi
966,4/18/1952,elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum
694,5/7/1999,ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur
336,10/28/1963,lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed
25,11/29/1938,felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed
851,12/20/1923,fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien
710,2/22/1967,lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus
150,3/4/2000,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia
780,4/15/2005,platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque
34,7/24/2002,id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci
717,12/14/1923,rutrum nulla nunc purus phasellus in felis donec semper sapien a libero
669,4/18/1980,luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non
640,5/28/1945,porttitor id consequat in consequat ut nulla sed accumsan felis
608,10/8/2020,et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet
629,4/29/1924,mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend
560,7/21/1996,adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget
62,4/10/1900,mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis
802,4/23/1953,augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum
703,4/17/1989,nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend
783,9/28/1948,at nulla suspendisse potenti cras in purus eu magna vulputate luctus
869,7/14/1952,nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque
333,12/10/1971,at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac
859,2/20/1997,lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis
968,3/12/1932,faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum
328,11/17/1913,natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et
276,1/16/1961,parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida
484,10/14/1902,platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida
830,7/23/2017,donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit
745,8/15/1917,ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum
838,1/1/1978,nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum
826,6/8/1984,ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien
283,9/29/1964,eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam
510,11/30/1906,bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac
912,7/26/1900,posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis
547,11/27/1974,interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est
896,4/7/2021,quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate
60,4/2/1932,lorem vitae mattis nibh ligula nec sem duis aliquam convallis
863,8/20/1902,congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam
418,6/25/1921,platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem
984,4/4/1964,sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus
8,7/10/1913,cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus
117,9/16/1991,sapien arcu sed augue aliquam erat volutpat in congue etiam justo
225,9/9/1909,erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus
689,4/3/1935,duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis
32,4/1/1900,sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in
719,6/3/1966,sit amet lobortis sapien sapien non mi integer ac neque duis bibendum
997,9/18/1987,convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam
955,6/27/1963,curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae
583,3/3/1974,urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat
89,6/24/2017,curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum
335,3/14/1929,congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui
958,12/31/1953,consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi
733,10/8/1953,nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in
162,7/21/2016,congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh
797,3/2/1965,eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna
972,10/8/2006,condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et
531,5/6/1909,sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing
613,4/29/1983,pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin
183,11/23/1963,pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices
658,2/24/1907,ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam
896,6/17/1991,vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien
56,6/26/1929,in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis
532,1/9/1904,tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac
552,6/7/1948,eget nunc donec quis orci eget orci vehicula condimentum curabitur
736,7/14/1920,lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat
85,2/27/2019,sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis
838,5/4/1904,fermentum justo nec condimentum neque sapien placerat ante nulla justo
595,11/30/1971,adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus
906,4/17/1975,ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio
490,7/14/2007,justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit
239,7/28/1954,scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean
742,9/22/1976,ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in
989,2/17/1942,accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor
573,2/8/1931,semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero
64,5/29/1914,a suscipit nulla elit ac nulla sed vel enim sit amet
