id_utilisateur,id_groupe,note,commentaire
64,88,5,nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat
817,163,5,porttitor lorem id ligula suspendisse ornare consequat lectus in est
863,130,1,erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper
380,137,1,tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo
779,176,4,justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo
923,123,3,mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque
705,47,5,amet eros suspendisse accumsan tortor quis turpis sed ante vivamus
556,3,1,vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula
820,37,1,vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere
654,68,2,orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis
728,184,4,morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue
404,152,5,vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id
837,170,3,quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam
474,107,4,maecenas tincidunt lacus at velit vivamus vel nulla eget eros
943,85,2,fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis
766,168,3,pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing
345,59,2,vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae
124,199,2,vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum
875,46,3,platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat
615,42,2,pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat
767,200,1,tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in
339,109,1,blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices
475,33,1,nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula
571,31,1,vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id
965,69,4,mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed
764,137,2,vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et
397,115,1,interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet
433,16,5,ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam
654,81,1,vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est
226,46,2,suscipit nulla elit ac nulla sed vel enim sit amet nunc
223,132,5,neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et
445,61,2,amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla
514,197,5,commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede
684,150,2,elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget
728,52,3,rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat
564,9,5,ligula sit amet eleifend pede libero quis orci nullam molestie
929,68,3,pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id
869,168,1,in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla
348,199,3,adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante
995,194,1,primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus
277,70,3,sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit
930,61,1,at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget
862,139,3,nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula
529,38,2,odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar
907,84,2,curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend
246,86,3,ac consequat metus sapien ut nunc vestibulum ante ipsum primis in
806,149,5,eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla
818,49,3,consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis
467,44,3,suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam
924,150,3,nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis
273,44,3,eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante
640,155,3,amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed
247,78,3,urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam
449,72,2,quam a odio in hac habitasse platea dictumst maecenas ut massa
284,35,4,accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa
223,8,2,quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor
564,139,1,dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in
170,97,4,posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien
776,79,2,penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum
356,10,2,integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat
889,55,4,sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum
340,192,1,mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus
384,196,5,habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit
934,63,4,sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia
862,107,4,nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin
433,9,3,elit proin risus praesent lectus vestibulum quam sapien varius ut
297,52,4,pretium nisl ut volutpat sapien arcu sed augue aliquam erat
714,41,2,sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada
46,175,4,justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut
915,84,4,quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices
418,182,5,scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis
594,128,2,mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec
55,108,2,pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus
20,135,1,habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem
873,5,4,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia
261,187,4,duis bibendum felis sed interdum venenatis turpis enim blandit mi
999,53,5,ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed
98,96,5,pretium quis lectus suspendisse potenti in eleifend quam a odio in
994,184,4,volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea
195,166,2,ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia
730,173,4,nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros
885,77,4,nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula
864,182,3,ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus
848,20,2,in purus eu magna vulputate luctus cum sociis natoque penatibus
804,50,3,luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum
1,121,3,interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et
248,34,3,magna bibendum imperdiet nullam orci pede venenatis non sodales sed
136,112,1,pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien
692,80,4,potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla
274,21,5,in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo
543,8,5,nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh
946,147,1,fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien
833,22,4,rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue
622,91,4,integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar
211,113,4,proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing
367,198,1,posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante
783,114,5,semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id
108,153,3,nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus
280,4,3,odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat
76,135,5,erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a
857,64,5,lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet
97,35,4,ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin
428,15,3,parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur
11,148,4,felis donec semper sapien a libero nam dui proin leo
581,29,3,nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla
816,55,4,nulla sed accumsan felis ut at dolor quis odio consequat varius integer
166,88,5,aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum
277,5,1,habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat
405,200,5,ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus
381,42,4,duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh
810,154,3,molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique
427,49,3,fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies
410,128,5,elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget
885,192,3,pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio
603,96,3,faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae
576,176,1,duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque
835,52,1,vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum
670,107,5,proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut
479,158,5,lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla
