id_utilisateur,id_morceau,note,commentaire
376,73,4,ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis
794,979,4,metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum
522,500,2,justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate
317,110,5,lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem
126,934,4,fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque
70,422,3,quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac
289,761,2,ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim
658,21,1,leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut
850,668,2,aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede
31,67,2,pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus
69,960,4,risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum
712,702,2,faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est
36,105,1,sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui
116,797,5,nulla sed accumsan felis ut at dolor quis odio consequat varius integer
365,504,5,eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum
105,695,5,a pede posuere nonummy integer non velit donec diam neque vestibulum eget
693,738,3,donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id
53,481,3,in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat
161,212,5,sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus
745,798,2,diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat
314,671,3,imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris
120,464,5,sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend
985,874,2,dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend
495,164,5,amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo
304,944,3,rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis
238,431,2,pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae
604,82,4,posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum
1000,199,4,dui vel sem sed sagittis nam congue risus semper porta volutpat quam
612,3,1,a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor
60,596,1,purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis
120,769,2,mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit
251,755,4,libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit
586,689,4,id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede
891,888,2,ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac
222,115,5,nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est
650,806,5,id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac
573,802,3,ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium
908,430,3,sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac
321,974,5,a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id
216,918,4,nulla justo aliquam quis turpis eget elit sodales scelerisque mauris
21,577,4,rutrum nulla nunc purus phasellus in felis donec semper sapien a
24,343,4,magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi
898,832,3,nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu
327,760,3,rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo
616,122,3,donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam
904,52,2,porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum
43,430,2,quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio
35,264,2,dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient
988,901,3,proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor
840,121,4,sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec
443,940,5,interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis
7,173,3,pretium iaculis diam erat fermentum justo nec condimentum neque sapien
679,56,2,iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id
812,63,4,vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel
696,620,2,maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo
562,186,3,eget tincidunt eget tempus vel pede morbi porttitor lorem id
106,424,3,arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci
360,364,1,ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras
656,761,5,nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui
154,286,3,at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam
762,71,3,rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi
167,821,2,arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo
973,222,5,suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at
744,974,1,pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate
441,298,4,in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin
140,501,5,nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet
628,721,2,sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices
669,960,5,feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa
99,573,3,mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in
613,466,4,luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam
887,693,3,pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing
328,953,4,integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices
29,801,4,enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue
558,867,5,aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non
55,243,3,posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem
941,546,2,porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi
904,532,3,quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero
388,123,5,turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis
303,901,4,luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam
670,705,5,dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum
989,418,4,hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien
601,398,3,mi integer ac neque duis bibendum morbi non quam nec dui luctus
206,605,4,ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis
345,762,4,rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet
414,314,5,in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue
710,739,3,erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis
911,80,4,donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac
620,882,1,quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis
164,31,5,morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis
599,373,5,volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus
320,772,3,porta volutpat quam pede lobortis ligula sit amet eleifend pede
366,805,5,faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum
992,411,4,vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero
752,421,3,nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in
401,579,5,enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris
927,949,5,posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis
1000,349,2,viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a
206,164,2,justo lacinia eget tincidunt eget tempus vel pede morbi porttitor
469,205,2,posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non
62,851,1,vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa
935,997,3,purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at
906,940,4,cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae
496,121,1,ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed
779,911,5,integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl
495,789,5,quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac
759,610,4,auctor gravida sem praesent id massa id nisl venenatis lacinia aenean
146,412,5,ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi
569,612,2,placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt
423,83,4,posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros
712,515,1,eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed
546,717,5,mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue
515,777,2,diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae
719,634,4,quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed
406,794,1,est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis
381,796,2,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet
700,325,4,nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in
619,869,1,in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus
250,549,2,eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue
311,961,5,ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere
326,496,2,eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus
619,302,5,tortor duis mattis egestas metus aenean fermentum donec ut mauris
871,708,3,integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis
69,856,3,vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus
550,71,5,sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam
996,41,4,nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere
951,561,4,id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu
